Machine_ID,Density_Overload,Abnormal_Flow_Rate,Heat_Flow,Asset_Integrity,Temperature_Differential,Volumetric_Flow_Rate,Tangential_Stress,Duct_Lengths_in_Units,Fault_in_last_Month,Avg_hours_in_Use,Pressure_Alarm,Inclination_Angle,Location_Fault_Code,Operating_Pressure_above_Normal,Vandalism_Reports,Compression_Ratio,Multiple_Connects,Water_Exposure_units,Humidity_Factor,Cathodic_Protection,Pressure_Class,District,Latitude,Longitude,Scored Labels,Scored Probabilities
2349,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Punggol,"1,4","103,91",0,0.196275398
2350,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Tengah,"1,36","103,73",0,0.196172431
2351,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Pioneer,"1,32","103,68",0,0.152429566
2352,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Somapah,"1,34","103,96",0,0.180619836
2353,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Sin Ming,"1,36","103,83",0,0.166226566
2354,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Jurong Central,"1,34","103,74",0,0.166136816
2355,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Potong Pasir,"1,33","103,87",0,0.230428353
2356,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Buangkok,"1,38","103,89",0,0.152640298
2357,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Jurong Green,"1,35","103,73",0,0.152471855
2358,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,Bugis-Kampong Glam,"1,35","103,82",0,0.152724504
2359,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Chinatown,"1,28","103,84",0,0.166181996
2360,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,Watten,"1,33","103,81",0,0.196480677
2361,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,Bukit Ho Swee,"1,29","103,83",0,0.180909693
2362,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Ayer Rajah,"1,27","103,85",0,0.26860252
2363,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,Marine Parade,"1,3","103,9",0,0.196480423
2364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Jurong Island,"1,28","103,68",0,0.139742866
2365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,West Coast,"1,31","103,76",0,0.152429521
2366,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Dover,"1,31","103,78",0,0.180765152
2367,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Rochor,"1,31","103,87",0,0.180620238
2368,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Somerset-Killiney,"1,35","103,82",0,0.1660458
2369,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,1,0,Murai,"1,39","103,69",0,0.196686551
2370,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Frankel Estate,"1,32","103,92",0,0.166227117
2371,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,one-North,"1,3","103,79",0,0.180813149
2372,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Dhoby Ghaut,"1,3","103,85",0,0.21282497
2373,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Jurong?esidential,"1,35","103,82",0,0.180764511
2374,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Jalan Kayu-Seletar,"1,4","103,87",0,0.166227117
2375,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,Esplanade,"1,29","103,86",0,0.152724713
2376,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,Bukit Gombak,"1,36","103,75",0,0.196480423
2377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Simpang,"1,44","103,85",0,0.139742523
2378,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Sengkang,"1,39","103,89",0,0.212879404
2379,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Murai,"1,39","103,69",0,0.196275175
2380,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Dunearn,"1,32","103,83",0,0.180620238
2381,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Lok Yang,"1,32","103,7",0,0.152513832
2382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Gek Poh Ville,"1,35","103,7",0,0.166046292
2383,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Sin Ming,"1,36","103,83",0,0.166046068
2384,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Tai Seng,"1,34","103,89",0,0.196223721
2385,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,Hougang,"1,36","103,89",0,0.16631718
2386,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Dhoby Ghaut,"1,3","103,85",0,0.212934136
2387,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Tanglin,"1,31","103,82",0,0.166137263
2388,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Watten,"1,33","103,81",0,0.196275055
2389,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Holland Village,"1,31","103,8",0,0.128024817
2390,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Tanjong Pagar,"1,28","103,85",0,0.18086116
2391,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Paya Lebar,"1,32","103,89",0,0.12809737
2392,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Buangkok,"1,38","103,89",0,0.152598187
2393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Loyang,"1,37","103,97",0,0.180620238
2394,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Pulau Tekong,"1,41","104,04",0,0.152556285
2395,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Somerset-Killiney,"1,35","103,82",0,0.1660458
2396,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Tuas,"1,29","103,63",0,0.230255157
2397,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Farrer Park,"1,31","103,85",0,0.230312422
2398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Marina Centre,"1,28","103,85",0,0.1660465
2399,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,one-North,"1,3","103,79",0,0.180620298
2400,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Woodgrove,"1,43","103,78",0,0.139821082
2401,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Boon Keng,"1,32","103,86",0,0.196171656
2402,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Tai Seng,"1,34","103,89",0,0.196223721
2403,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Innova,"1,43","103,79",0,0.196326062
2404,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Tuas Link,"1,32","103,66",0,0.212716058
2405,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Marina East,"1,29","103,87",0,0.180668443
2406,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Holland Village,"1,31","103,8",0,0.127952084
2407,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Geylang East,"1,32","103,89",0,0.139781639
2408,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Cairnhill,"1,31","103,84",0,0.152471498
2409,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Geylang East,"1,32","103,89",0,0.139781639
2410,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Kallang Basin,"1,32","103,87",0,0.180668324
2411,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Toa Payoh,"1,33","103,86",0,0.180620119
2412,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Novena,"1,32","103,84",0,0.180717006
2413,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,Jurong Spring,"1,35","103,72",0,0.166362345
2414,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,one-North,"1,3","103,79",0,0.180813149
2415,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Toh Tuck,"1,34","103,77",0,0.196429238
2416,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Tai Seng,"1,34","103,89",0,0.196223721
2417,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Hougang,"1,36","103,89",0,0.166091487
2418,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Tengah,"1,36","103,73",0,0.196275175
2419,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Tiong Bahru,"1,29","103,83",0,0.139899135
2420,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Hume Estate,"1,35","103,82",0,0.166271925
2421,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Chong Pang,"1,43","103,83",0,0.127988249
2422,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Jurong Island,"1,28","103,68",0,0.139938757
2423,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Frankel Estate,"1,32","103,92",0,0.166136876
2424,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Teban Gardens,"1,32","103,74",0,0.166136712
2425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Joo Koon,"1,33","103,68",0,0.139742628
2426,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Esplanade,"1,29","103,86",0,0.152429879
2427,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Yishun,"1,43","103,84",0,0.268282384
2428,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Chinatown,"1,28","103,84",0,0.16609177
2429,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Mattar,"1,33","103,88",0,0.127988294
2430,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Murai,"1,39","103,69",0,0.196377978
2431,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,Pulau Ubin,"1,41","103,96",0,0.152724549
2432,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Serangoon Gardens,"1,36","103,87",0,0.166181222
2433,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,1,1,0,Sennett Estate,"1,35","103,82",0,0.152714908
2434,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Somapah,"1,34","103,96",0,0.180716306
2435,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Singapore City,"1,28","103,85",0,0.196429089
2436,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Singapore City,"1,28","103,85",0,0.196223497
2437,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Marina Centre,"1,28","103,85",0,0.166136712
2438,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,Woodlands,"1,44","103,79",0,0.196531966
2439,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,Geylang,"1,32","103,89",0,0.140017152
2440,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,Chong Boon,"1,37","103,86",0,0.16631718
2441,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Paya Lebar,"1,32","103,89",0,0.128060997
2442,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Bedok Reservoir,"1,34","103,92",0,0.212715894
2443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Frankel Estate,"1,32","103,92",0,0.166046619
2444,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Dunearn,"1,32","103,83",0,0.180620238
2445,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,Dover,"1,31","103,78",0,0.180088744
2446,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Choa Chu Kang,"1,38","103,75",0,0.166046128
2447,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Serangoon North,"1,36","103,87",0,0.196429461
2448,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Chong Boon,"1,37","103,86",0,0.166226894
2449,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Punggol,"1,4","103,91",0,0.196275398
2450,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,1,Marina Centre,"1,28","103,85",0,0.166227058
2451,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,0,Jurong Spring,"1,35","103,72",0,0.166452676
2452,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Lorong Halus,"1,39","103,92",0,0.152513981
2453,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,1,0,Cairnhill,"1,31","103,84",0,0.152892873
2454,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Ghim Moh,"1,31","103,79",0,0.152598128
2455,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Kallang Basin,"1,32","103,87",0,0.180813044
2456,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Toh Tuck,"1,34","103,77",0,0.196429238
2457,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Kebun Baru,"1,37","103,84",0,0.180861041
2458,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Seletar,"1,41","103,87",0,0.152640298
2459,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Shunfu Estate,"1,35","103,84",0,0.166091546
2460,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Jurong Island,"1,28","103,68",0,0.139782012
2461,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Pasir Panjang,"1,28","103,79",0,0.166046232
2462,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Frankel Estate,"1,32","103,92",0,0.166046619
2463,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Thomson,"1,33","103,84",0,0.166181937
2464,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Mount Vernon,"1,34","103,88",0,0.19632633
2465,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,Bukit Ho Swee,"1,29","103,83",0,0.180909693
2466,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Bukit Gombak,"1,36","103,75",0,0.196428999
2467,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Queenstown,"1,29","103,79",0,0.196429268
2468,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Rochor,"1,31","103,87",0,0.180861399
2469,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,HarbourFront,"1,27","103,82",0,0.180861458
2470,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Pioneer Sector,"1,29","103,67",0,0.230485573
2471,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Kebun Baru,"1,37","103,84",0,0.180716306
2472,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Innova,"1,43","103,79",0,0.196223289
2473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Farrer Park,"1,31","103,85",0,0.230254665
2474,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Radin Mas,"1,28","103,83",0,0.196377635
2475,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Shunfu Estate,"1,35","103,84",0,0.166046456
2476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Teban Gardens,"1,32","103,74",0,0.1660465
3118,0,0,0,0,0,2,0,6,3,2,0,0,0,0,0,0,0,0,1,1,0,Bedok Town Park,"1,34","103,94",0,0.139409542
3153,0,0,0,0,0,6,0,185,0,5,0,3,0,0,0,0,0,0,1,1,0,Geylang,"1,32","103,89",0,0.125416651
3205,0,0,0,0,0,3,0,6,17,3,0,1,0,0,0,0,0,0,1,1,0,Chong Boon,"1,37","103,86",0,0.166110381
3206,0,0,0,0,0,3,0,6,17,3,0,1,0,0,0,0,0,0,1,1,0,Sungei Gedong,"1,42","103,69",0,0.212793171
3231,0,0,0,0,0,5,0,282,1,3,0,4,0,0,0,0,0,0,1,1,0,Balestier Road,"1,32","103,85",0,0.167964593
3232,0,0,0,0,0,5,0,282,1,3,0,4,0,0,0,0,0,0,1,1,0,Chinatown,"1,28","103,84",0,0.141408384
3380,0,0,0,0,0,6,0,10,5,4,0,0,0,0,0,0,0,0,1,1,0,Mount Vernon,"1,34","103,88",0,0.195553899
3471,0,0,0,0,0,1,0,1,9,1,0,0,0,0,0,0,0,0,1,1,0,Serangoon North,"1,36","103,87",0,0.196519896
3531,0,0,0,0,0,3,0,6,5,3,0,1,0,0,0,0,0,0,1,1,0,Yew Tee,"1,4","103,75",0,0.151985198
3545,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,1,1,0,Jalan Kayu-Seletar,"1,4","103,87",0,0.16609019
3548,0,0,0,0,0,1,0,2,10,0,0,0,0,0,0,0,0,0,1,1,0,North-Eastern Islands,"1,41","104,03",0,0.23057051
3552,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,Marina East,"1,29","103,87",0,0.180932954
3555,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Yew Tee,"1,4","103,75",0,0.152514145
3559,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,1,1,0,Orchard Road,"1,3","103,85",0,0.1761619
3567,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Tuas West,"1,33","103,63",0,0.139899373
3572,0,0,0,0,0,3,0,2,11,2,0,0,0,0,0,0,0,0,1,1,0,Watten,"1,33","103,81",0,0.196583524
3629,0,0,0,0,0,1,0,36,0,0,0,0,0,0,0,0,0,0,1,1,0,Choa Chu Kang,"1,38","103,75",0,0.162787199
3631,0,0,0,0,0,4,0,102,0,2,0,1,0,0,0,0,0,0,1,1,0,Pioneer Sector,"1,29","103,67",0,0.218454733
3640,0,0,0,0,0,3,0,6,8,1,0,0,0,0,0,0,0,0,1,1,0,Buona Vista,"1,31","103,79",0,0.180460081
3641,0,0,0,0,0,1,0,0,7,1,0,1,0,0,0,0,0,0,1,1,0,Sin Ming,"1,36","103,83",0,0.166133434
3645,0,0,0,0,0,2,0,0,10,1,0,0,0,0,0,0,0,0,1,1,0,Tuas South,"1,26","103,61",0,0.181114957
3649,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Potong Pasir,"1,33","103,87",0,0.230543897
3655,0,0,0,0,0,1,0,38,0,1,0,0,0,0,0,0,0,0,1,1,0,Novena,"1,32","103,84",0,0.176959187
