Machine_ID,Density_Overload,Abnormal_Flow_Rate,Heat_Flow,Asset_Integrity,Temperature_Differential,Volumetric_Flow_Rate,Tangential_Stress,Duct_Lengths_in_Units,Fault_in_last_Month,Avg_hours_in_Use,Pressure_Alarm,Inclination_Angle,Location_Fault_Code,Operating_Pressure_above_Normal,Vandalism_Reports,Compression_Ratio,Multiple_Connects,Water_Exposure_units,Humidity_Factor,Cathodic_Protection,Pressure_Class,District,Latitude,Longitude
2318,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Lok Yang,"1,32","103,7"
2319,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Anson Road,"1,27","103,84"
2320,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Caldecott Hill,"1,34","103,83"
2321,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Aljunied,"1,32","103,88"
2322,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Chin Bee,"1,34","103,72"
2323,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Buangkok,"1,38","103,89"
2324,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Cheng San,"1,37","103,89"
2325,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Bedok Town Park,"1,34","103,94"
2326,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Sengkang,"1,39","103,89"
2327,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Jurong Central,"1,34","103,74"
2328,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Pandan Valley,"1,32","103,78"
2329,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Marine Parade,"1,3","103,9"
2330,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Jurong Central,"1,34","103,74"
2331,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Dhoby Ghaut,"1,3","103,85"
2332,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,West Coast,"1,31","103,76"
2333,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Chinatown,"1,28","103,84"
2334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Hume Estate,"1,35","103,82"
2335,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Choa Chu Kang,"1,38","103,75"
2336,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,1,0,Buona Vista,"1,31","103,79"
2337,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,Bedok,"1,32","103,93"
2338,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Lorong Halus,"1,39","103,92"
2339,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Cairnhill,"1,31","103,84"
2340,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Hougang,"1,36","103,89"
2341,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Aljunied,"1,32","103,88"
2342,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,Marina Bay,"1,28","103,85"
2343,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Chong Pang,"1,43","103,83"
2344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Tuas South,"1,26","103,61"
2345,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Nanyang,"1,35","103,69"
2346,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Buangkok,"1,38","103,89"
2347,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,Esplanade,"1,29","103,86"
2348,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Kent Ridge,"1,29","103,78"
2349,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Punggol,"1,4","103,91"
2350,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Tengah,"1,36","103,73"
2351,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Pioneer,"1,32","103,68"
2352,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Somapah,"1,34","103,96"
2353,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Sin Ming,"1,36","103,83"
2354,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Jurong Central,"1,34","103,74"
2355,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Potong Pasir,"1,33","103,87"
2356,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Buangkok,"1,38","103,89"
2357,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Jurong Green,"1,35","103,73"
2358,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,Bugis-Kampong Glam,"1,35","103,82"
2359,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Chinatown,"1,28","103,84"
2360,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,Watten,"1,33","103,81"
2361,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,Bukit Ho Swee,"1,29","103,83"
2362,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Ayer Rajah,"1,27","103,85"
2363,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,Marine Parade,"1,3","103,9"
2364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Jurong Island,"1,28","103,68"
2365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,West Coast,"1,31","103,76"
2366,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Dover,"1,31","103,78"
2367,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Rochor,"1,31","103,87"
2368,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Somerset-Killiney,"1,35","103,82"
2369,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,1,0,Murai,"1,39","103,69"
2370,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Frankel Estate,"1,32","103,92"
2371,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,one-North,"1,3","103,79"
2372,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Dhoby Ghaut,"1,3","103,85"
2373,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Jurong?esidential,"1,35","103,82"
2374,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Jalan Kayu-Seletar,"1,4","103,87"
2375,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,Esplanade,"1,29","103,86"
2376,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,Bukit Gombak,"1,36","103,75"
2377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Simpang,"1,44","103,85"
2378,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Sengkang,"1,39","103,89"
2379,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Murai,"1,39","103,69"
2380,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Dunearn,"1,32","103,83"
2381,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Lok Yang,"1,32","103,7"
2382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Gek Poh Ville,"1,35","103,7"
2383,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Sin Ming,"1,36","103,83"
2384,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Tai Seng,"1,34","103,89"
2385,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,Hougang,"1,36","103,89"
2386,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Dhoby Ghaut,"1,3","103,85"
2387,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Tanglin,"1,31","103,82"
2388,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Watten,"1,33","103,81"
2389,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Holland Village,"1,31","103,8"
2390,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Tanjong Pagar,"1,28","103,85"
2391,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Paya Lebar,"1,32","103,89"
2392,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Buangkok,"1,38","103,89"
2393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Loyang,"1,37","103,97"
2394,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Pulau Tekong,"1,41","104,04"
2395,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Somerset-Killiney,"1,35","103,82"
2396,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Tuas,"1,29","103,63"
2397,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Farrer Park,"1,31","103,85"
2398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Marina Centre,"1,28","103,85"
2399,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,one-North,"1,3","103,79"
2400,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Woodgrove,"1,43","103,78"
2401,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Boon Keng,"1,32","103,86"
2402,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Tai Seng,"1,34","103,89"
2403,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Innova,"1,43","103,79"
2404,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Tuas Link,"1,32","103,66"
2405,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Marina East,"1,29","103,87"
2406,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Holland Village,"1,31","103,8"
2407,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Geylang East,"1,32","103,89"
2408,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Cairnhill,"1,31","103,84"
2409,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Geylang East,"1,32","103,89"
2410,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Kallang Basin,"1,32","103,87"
2411,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Toa Payoh,"1,33","103,86"
2412,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Novena,"1,32","103,84"
2413,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,Jurong Spring,"1,35","103,72"
2414,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,one-North,"1,3","103,79"
2415,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Toh Tuck,"1,34","103,77"
2416,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Tai Seng,"1,34","103,89"
2417,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Hougang,"1,36","103,89"
2418,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Tengah,"1,36","103,73"
2419,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Tiong Bahru,"1,29","103,83"
2420,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Hume Estate,"1,35","103,82"
2421,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Chong Pang,"1,43","103,83"
2422,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Jurong Island,"1,28","103,68"
2423,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Frankel Estate,"1,32","103,92"
2424,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Teban Gardens,"1,32","103,74"
2425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Joo Koon,"1,33","103,68"
2426,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Esplanade,"1,29","103,86"
2427,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Yishun,"1,43","103,84"
2428,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Chinatown,"1,28","103,84"
2429,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Mattar,"1,33","103,88"
2430,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Murai,"1,39","103,69"
2431,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,Pulau Ubin,"1,41","103,96"
2432,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Serangoon Gardens,"1,36","103,87"
2433,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,1,1,0,Sennett Estate,"1,35","103,82"
2434,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Somapah,"1,34","103,96"
2435,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Singapore City,"1,28","103,85"
2436,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Singapore City,"1,28","103,85"
2437,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Marina Centre,"1,28","103,85"
2438,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,Woodlands,"1,44","103,79"
2439,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,Geylang,"1,32","103,89"
2440,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,Chong Boon,"1,37","103,86"
2441,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Paya Lebar,"1,32","103,89"
2442,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Bedok Reservoir,"1,34","103,92"
2443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Frankel Estate,"1,32","103,92"
2444,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Dunearn,"1,32","103,83"
2445,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,Dover,"1,31","103,78"
2446,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Choa Chu Kang,"1,38","103,75"
2447,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Serangoon North,"1,36","103,87"
2448,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Chong Boon,"1,37","103,86"
2449,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Punggol,"1,4","103,91"
2450,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,1,Marina Centre,"1,28","103,85"
2451,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,0,Jurong Spring,"1,35","103,72"
2452,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Lorong Halus,"1,39","103,92"
2453,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,1,0,Cairnhill,"1,31","103,84"
2454,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Ghim Moh,"1,31","103,79"
2455,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Kallang Basin,"1,32","103,87"
2456,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Toh Tuck,"1,34","103,77"
2457,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Kebun Baru,"1,37","103,84"
2458,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Seletar,"1,41","103,87"
2459,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Shunfu Estate,"1,35","103,84"
2460,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Jurong Island,"1,28","103,68"
2461,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Pasir Panjang,"1,28","103,79"
2462,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Frankel Estate,"1,32","103,92"
2463,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Thomson,"1,33","103,84"
2464,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Mount Vernon,"1,34","103,88"
2465,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,Bukit Ho Swee,"1,29","103,83"
2466,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Bukit Gombak,"1,36","103,75"
2467,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Queenstown,"1,29","103,79"
2468,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Rochor,"1,31","103,87"
2469,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,HarbourFront,"1,27","103,82"
2470,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Pioneer Sector,"1,29","103,67"
2471,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Kebun Baru,"1,37","103,84"
2472,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,Innova,"1,43","103,79"
2473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Farrer Park,"1,31","103,85"
2474,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Radin Mas,"1,28","103,83"
2475,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Shunfu Estate,"1,35","103,84"
2476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Teban Gardens,"1,32","103,74"
3118,0,0,0,0,0,2,0,6,3,2,0,0,0,0,0,0,0,0,1,1,0,Bedok Town Park,"1,34","103,94"
3153,0,0,0,0,0,6,0,185,0,5,0,3,0,0,0,0,0,0,1,1,0,Geylang,"1,32","103,89"
3205,0,0,0,0,0,3,0,6,17,3,0,1,0,0,0,0,0,0,1,1,0,Chong Boon,"1,37","103,86"
3206,0,0,0,0,0,3,0,6,17,3,0,1,0,0,0,0,0,0,1,1,0,Sungei Gedong,"1,42","103,69"
3231,0,0,0,0,0,5,0,282,1,3,0,4,0,0,0,0,0,0,1,1,0,Balestier Road,"1,32","103,85"
3232,0,0,0,0,0,5,0,282,1,3,0,4,0,0,0,0,0,0,1,1,0,Chinatown,"1,28","103,84"
3380,0,0,0,0,0,6,0,10,5,4,0,0,0,0,0,0,0,0,1,1,0,Mount Vernon,"1,34","103,88"
3471,0,0,0,0,0,1,0,1,9,1,0,0,0,0,0,0,0,0,1,1,0,Serangoon North,"1,36","103,87"
3531,0,0,0,0,0,3,0,6,5,3,0,1,0,0,0,0,0,0,1,1,0,Yew Tee,"1,4","103,75"
3545,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,1,1,0,Jalan Kayu-Seletar,"1,4","103,87"
3548,0,0,0,0,0,1,0,2,10,0,0,0,0,0,0,0,0,0,1,1,0,North-Eastern Islands,"1,41","104,03"
3552,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,Marina East,"1,29","103,87"
3555,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Yew Tee,"1,4","103,75"
3559,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,1,1,0,Orchard Road,"1,3","103,85"
3567,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Tuas West,"1,33","103,63"
3572,0,0,0,0,0,3,0,2,11,2,0,0,0,0,0,0,0,0,1,1,0,Watten,"1,33","103,81"
3629,0,0,0,0,0,1,0,36,0,0,0,0,0,0,0,0,0,0,1,1,0,Choa Chu Kang,"1,38","103,75"
3631,0,0,0,0,0,4,0,102,0,2,0,1,0,0,0,0,0,0,1,1,0,Pioneer Sector,"1,29","103,67"
3640,0,0,0,0,0,3,0,6,8,1,0,0,0,0,0,0,0,0,1,1,0,Buona Vista,"1,31","103,79"
3641,0,0,0,0,0,1,0,0,7,1,0,1,0,0,0,0,0,0,1,1,0,Sin Ming,"1,36","103,83"
3645,0,0,0,0,0,2,0,0,10,1,0,0,0,0,0,0,0,0,1,1,0,Tuas South,"1,26","103,61"
3649,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Potong Pasir,"1,33","103,87"
3655,0,0,0,0,0,1,0,38,0,1,0,0,0,0,0,0,0,0,1,1,0,Novena,"1,32","103,84"
3662,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,1,1,0,Tai Seng,"1,34","103,89"
3669,0,0,0,0,0,3,0,3,6,2,0,0,0,0,0,0,0,0,1,1,0,Punggol,"1,4","103,91"
3671,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,Dover,"1,31","103,78"
3673,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Little India,"1,31","103,85"
3676,0,0,0,0,0,3,0,6,0,3,0,1,0,0,0,0,0,0,1,1,0,Tanjong Pagar,"1,28","103,85"
3688,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Lorong Halus,"1,39","103,92"
3689,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,1,1,0,North-Eastern Islands,"1,41","104,03"
3690,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,Labrador Park,"1,27","103,8"
3692,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,1,1,1,Bukit Panjang,"1,38","103,77"
3694,0,0,0,0,0,3,0,9,14,3,0,0,0,0,0,0,0,0,1,1,0,Singapore City,"1,28","103,85"
3695,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,1,1,0,Shunfu Estate,"1,35","103,84"
3698,0,0,0,0,0,3,0,3,4,3,0,1,0,0,0,0,0,0,1,1,0,Sarimbun,"1,42","103,7"
3703,0,0,0,0,0,0,0,38,0,0,0,1,0,0,0,0,0,0,1,1,0,Labrador Park,"1,27","103,8"
3704,0,0,0,0,0,2,0,90,0,2,0,2,0,0,0,0,0,0,1,1,0,Tanglin,"1,31","103,82"
3705,0,0,0,0,0,2,0,142,0,2,0,2,0,0,0,0,0,0,1,1,0,Little India,"1,31","103,85"
3711,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,Dhoby Ghaut,"1,3","103,85"
3715,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,Emerald Hill,"1,31","103,84"
3719,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,0,Tuas,"1,29","103,63"
3720,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,Bukit Ho Swee,"1,29","103,83"
3722,0,0,0,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,1,1,0,Hillview,"1,36","103,77"
3723,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,Holland Village,"1,31","103,8"
4305,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,Hume Estate,"1,35","103,82"
4307,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,1,0,Tampines,"1,35","103,96"
